"DateTime","Final price","Historical Low"
"2018-03-27 07:10:08",64,64
"2018-04-03 17:11:36",80,64
"2018-06-21 23:30:40",64,64
"2018-07-05 17:51:50",80,64
"2018-11-21 21:28:55",60,60
"2018-11-27 19:32:19",80,60
"2018-12-20 18:57:19",48,48
"2019-01-03 20:13:09",80,48
"2019-02-04 19:47:10",48,48
"2019-02-11 19:00:13",80,48
"2019-05-21 23:40:09",116,48
"2019-06-25 19:13:44",75,48
"2019-07-09 20:35:19",116,48
"2019-08-01 17:10:12",75,48
"2019-08-05 17:10:12",116,48
"2019-08-20 17:11:41",58,48
"2019-09-03 17:11:28",116,48
"2019-10-28 19:52:13",69,48
"2019-11-01 17:18:46",116,48
"2019-11-10 16:29:46",69,48
"2019-11-12 17:42:07",116,48
"2019-11-26 19:47:06",69,48
"2019-12-03 18:11:36",116,48
"2019-12-19 18:10:34",58,48
"2020-01-02 18:13:34",116,48
"2020-01-23 18:11:14",58,48
"2020-01-27 18:45:44",116,48
"2020-05-28 17:12:52",46,46
"2020-06-01 17:03:22",116,46
"2020-06-25 17:07:36",58,46
"2020-07-09 17:59:01",116,46
"2020-08-27 17:00:27",27,27
"2020-08-31 17:16:47",116,27
"2020-10-29 17:17:02",42,27
"2020-11-02 18:49:01",116,27
"2020-11-10 18:06:27",42,27
"2020-11-13 18:05:09",116,27
"2020-11-25 18:07:16",42,27
"2020-12-01 18:59:55",116,27
"2020-12-22 18:38:32",29,27
"2021-01-05 19:07:27",116,27
"2021-01-22 18:07:51",42,27
"2021-01-26 18:05:07",116,27
"2021-02-11 18:07:19",42,27
"2021-02-15 19:24:12",116,27
"2021-03-23 17:15:10",42,27
"2021-03-30 17:08:00",116,27
"2021-05-27 17:13:13",42,27
"2021-05-31 17:33:53",116,27
"2021-06-24 18:36:03",27,27
"2021-07-08 18:27:41",116,27
"2021-07-29 17:07:50",27,27
"2021-08-02 17:13:45",116,27
"2021-08-05 17:07:53",27,27
"2021-08-09 17:08:22",116,27
"2021-10-28 17:38:10",29,27
"2021-11-01 17:40:05",116,27
"2021-11-02 17:05:52",29,27
"2021-11-07 17:00:20",116,27
"2021-11-24 18:08:37",29,27
"2021-11-24 18:30:44",29,27
"2021-12-01 18:20:32",116,27
"2022-01-05 18:22:00",116,27
"2022-01-18 18:01:41",29,27
"2022-01-26 18:20:05",116,27
"2022-01-27 18:22:36",29,27
"2022-02-03 18:22:36",116,27
"2022-03-14 18:39:31",29,27
"2022-03-21 17:22:01",116,27
"2022-04-18 17:01:57",29,27
"2022-04-25 17:01:51",116,27
"2022-05-30 17:21:59",49.88,27
"2022-06-06 17:01:54",116,27
"2022-06-23 17:22:55",29,27
