"DateTime","Final price","Historical Low"
"2018-01-23 16:10:11",68,68
"2018-05-26 17:10:23",54,54
"2018-05-28 17:12:47",68,54
"2018-06-21 23:14:30",54,54
"2018-07-05 17:53:46",68,54
"2018-08-14 17:11:15",54,54
"2018-08-17 17:10:27",68,54
"2018-10-20 18:30:13",54,54
"2018-10-22 17:20:22",68,54
"2018-10-29 17:55:21",54,54
"2018-11-01 19:01:50",68,54
"2018-11-21 19:18:53",54,54
"2018-11-27 19:42:13",68,54
"2018-12-20 19:10:34",54,54
"2019-01-03 20:23:21",68,54
"2019-01-15 14:20:13",98,54
"2019-05-06 17:32:09",78,54
"2019-05-13 17:15:14",98,54
"2019-05-16 17:12:08",78,54
"2019-05-20 17:27:19",98,54
"2019-06-25 19:42:41",78,54
"2019-07-09 20:53:09",98,54
"2019-08-30 17:11:08",78,54
"2019-09-02 17:31:33",98,54
"2019-10-15 17:16:17",73,54
"2019-10-21 17:27:09",98,54
"2019-10-28 20:27:50",73,54
"2019-11-01 17:18:33",98,54
"2019-11-10 16:34:55",65,54
"2019-11-12 17:42:45",98,54
"2019-11-26 18:08:03",65,54
"2019-12-03 18:21:02",98,54
"2019-12-19 18:07:53",49,49
"2020-01-02 18:13:21",98,49
"2020-01-23 18:11:03",49,49
"2020-01-27 18:30:30",98,49
"2020-04-07 17:22:59",39,39
"2020-04-10 17:20:21",98,39
"2020-05-28 17:24:40",39,39
"2020-06-04 17:20:19",98,39
"2020-06-25 17:07:20",39,39
"2020-07-09 18:28:09",98,39
"2020-07-10 18:30:52",118,39
"2020-07-13 15:10:14",98,39
"2020-09-28 17:24:43",39,39
"2020-10-05 17:06:29",98,39
"2020-10-29 17:02:56",39,39
"2020-11-02 19:32:55",98,39
"2020-11-17 18:05:22",33,33
"2020-11-23 18:13:44",98,33
"2020-11-25 18:12:22",33,33
"2020-12-01 18:36:53",98,33
"2020-12-22 18:38:19",33,33
"2021-01-05 19:47:19",98,33
"2021-01-18 18:08:52",33,33
"2021-01-25 18:26:58",98,33
"2021-02-11 18:07:06",33,33
"2021-02-15 19:25:49",98,33
"2021-03-08 18:18:22",33,33
"2021-03-15 17:16:54",98,33
"2021-05-13 17:09:03",33,33
"2021-05-18 17:08:03",98,33
"2021-05-27 17:06:51",33,33
"2021-05-31 17:20:41",98,33
"2021-06-24 17:35:18",33,33
"2021-07-15 17:05:06",98,33
"2021-09-06 17:08:32",24,24
"2021-09-13 17:14:31",98,24
"2021-10-28 17:38:22",24.5,24
"2021-11-01 17:54:07",98,24
"2021-11-15 18:02:10",58.8,24
"2021-11-16 19:25:02",24.5,24
"2021-11-22 19:05:02",98,24
"2021-11-24 18:02:54",24.5,24
"2021-12-01 18:20:37",98,24
"2021-12-22 18:08:30",24.5,24
"2021-12-22 18:09:14",24.5,24
"2022-01-05 18:21:22",98,24
"2022-01-10 18:02:02",24.5,24
"2022-01-17 18:20:26",98,24
"2022-01-27 18:22:49",24.5,24
"2022-02-03 18:42:02",98,24
"2022-04-01 17:01:49",24.5,24
"2022-04-08 17:01:46",98,24
"2022-05-12 17:01:56",24.5,24
"2022-05-19 17:02:00",98,24
"2022-06-16 17:01:59",24.5,24
"2022-07-07 17:23:01",98,24
"2022-07-25 17:22:12",24.5,24
"2022-08-01 17:22:06",98,24
"2022-08-29 17:22:11",24.5,24
"2022-09-05 17:22:10",98,24
"2022-10-03 17:22:10",24.5,24
"2022-10-10 17:22:08",98,24
"2022-11-07 18:22:08",24.5,24
"2022-11-14 18:22:06",98,24
"2022-11-22 18:10:02",24.5,24
"2022-11-29 18:22:52",98,24
"2022-12-12 18:22:11",24.5,24
"2022-12-19 18:22:03",98,24
"2022-12-22 18:10:06",24.5,24
"2023-01-05 18:28:44",98,24
"2023-01-23 18:22:08",24.5,24
"2023-01-30 18:22:13",98,24
"2023-03-06 18:22:07",24.5,24
"2023-03-12 18:05:03",98,24
"2023-03-16 17:22:41",19.6,19.6
"2023-03-23 17:22:49",98,19.6
"2023-04-11 17:01:46",19.6,19.6
"2023-04-18 17:01:43",98,19.6
"2023-05-27 17:01:44",19.6,19.6
"2023-06-05 17:22:07",98,19.6
"2023-06-29 17:32:50",19.6,19.6
"2023-07-24 17:22:10",98,19.6
"2023-09-07 17:01:50",19.6,19.6
"2023-09-18 17:22:08",98,19.6
"2023-10-20 17:01:44",19.6,19.6
"2023-11-02 17:27:01",98,19.6
"2023-11-21 18:10:58",19.6,19.6
"2023-11-28 18:28:13",98,19.6
"2023-12-02 18:01:40",19.6,19.6
"2023-12-11 18:22:13",98,19.6
"2023-12-21 18:09:04",19.6,19.6
"2024-01-04 18:28:45",98,19.6
"2024-02-06 18:01:45",19.6,19.6
"2024-02-15 18:26:57",98,19.6
"2024-03-14 17:41:24",19.6,19.6
"2024-03-21 17:28:27",98,19.6
"2024-03-25 18:05:02",19.6,19.6
"2024-04-01 18:05:02",98,19.6
"2024-05-01 17:01:54",19.6,19.6
"2024-05-15 17:01:54",98,19.6
"2024-06-15 17:01:45",19.6,19.6
"2024-07-11 17:28:15",98,19.6
"2024-07-28 17:01:43",19.6,19.6
"2024-08-06 17:01:42",98,19.6
"2024-09-05 17:01:43",19.6,19.6
"2024-09-16 17:28:13",98,19.6
"2024-10-16 17:01:45",19.6,19.6
"2024-10-30 17:01:46",98,19.6
"2024-11-27 18:23:03",19.6,19.6
"2024-12-04 18:28:24",98,19.6
"2024-12-19 20:30:42",19.6,19.6
"2025-01-02 19:01:47",98,19.6
"2025-01-26 18:01:29",19.6,19.6
"2025-02-09 18:21:24",98,19.6
"2025-03-13 17:16:34",19.6,19.6
"2025-03-20 18:01:39",98,19.6
"2025-04-07 17:21:23",19.6,19.6
"2025-04-21 17:21:20",98,19.6
"2025-05-24 17:01:22",19.6,19.6
"2025-06-07 17:01:18",98,19.6
"2025-06-26 17:29:29",19.6,19.6
"2025-07-10 17:11:29",98,19.6
"2025-07-21 17:11:31",19.6,19.6
"2025-08-04 17:11:15",98,19.6
"2025-09-04 17:01:35",19.6,19.6
"2025-09-15 17:11:14",98,19.6
"2025-09-29 17:09:15",19.6,19.6
"2025-10-06 17:11:35",98,19.6
"2025-10-15 17:01:45",19.6,19.6
"2025-10-25 17:01:15",98,19.6
"2025-11-24 18:11:35",19.6,19.6
"2025-12-04 18:01:18",98,19.6
"2025-12-09 08:05:44",98,19.6
"2025-12-09 08:05:44",,19.6
